src,dest
DTW,OKC
HET,NZH
MSP,BOS
PEW,LHE
IKS,YKS
GAM,OME
SKB,ANU
ELM,SFB
CNF,FOR
AAE,CDG
AEP,SDE
RSW,ACY
ORD,PWM
JNU,EXI
IFN,MRX
CDG,BHX
SVQ,STN
CVG,JAX
GCI,BRS
YBP,SZX
ORK,VNO
NYM,OVS
POG,PNR
KGX,SHX
SVX,LCA
IQQ,LPB
CVG,MCO
LAX,PTY
YYZ,YQM
ORY,FEZ
MEX,IAH
YVR,HND
MUC,RAK
HFE,XMN
TAS,KZN
TIP,MAD
BCN,SVG
MPM,UEL
FRA,PDL
TLV,TAS
TBS,AMS
DAC,MCT
XQP,SJO
DCA,YHZ
LYA,PEK
PHL,HPN
KRK,CDG
RUH,CCJ
CCS,LIM
SEA,AUS
FLR,BHX
ROC,EWR
PGD,TYS
LKH,MYY
YVR,YQZ
IST,YYZ
SVO,CMN
PIT,BDL
XIY,DLC
FLO,CLT
KHI,LYP
EDI,JER
OGG,SMF
SOC,SIN
EVN,TJM
DWC,UFA
FEZ,EIN
AMS,SIN
ABT,DMM
VCE,TLV
PEK,GMP
HAM,HRG
GSP,LGA
KEF,EDI
KCM,IST
TPS,CRL
CLT,ANU
MNL,OZC
DXB,ISB
ATT,KUK
KJA,NSK
MRV,GYD
LYS,LIS
GRU,GYN
REC,THE
ABT,JED
MAD,MEX
FDH,IST
SFO,DXB
POA,CGH
ZMT,YVR
BOD,OLB
SKP,DTM
MRS,TXL
AUH,BGW
KJA,NZH
ADD,DXB
HGA,MGQ
KER,THR
SEA,AMS
SZG,FRA
DMK,TST
SXF,CPH
CTU,LXA
HRG,IST
BSL,TLS
ZRH,BOM
WNZ,KWL
DSM,MSP
UUA,NJC
LAX,JED
LHR,EWR
VNO,ORK
TZX,IST
SKG,FCO
VCE,MUC
DAL,ELP
SEA,JFK
CLT,LAS
FNA,LOS
AMS,BLL
HRB,JMU
IXB,BKK
HFT,SOJ
IAH,SAN
LHR,NCE
PEK,NGB
NAO,PEK
BME,KTA
LGW,LUX
BOG,VVC
CRL,CIY
SLH,SON
TAO,TXN
OBY,CNP
LHR,ATL
SZZ,WAW
CAI,CPH
LUN,KAA
LOS,LFW
LYG,HGH
BSL,VIE
VNO,TLV
ORY,GVA
CGK,TJQ
RIX,FCO
HAJ,CPH
MLA,BRS
GOT,OSL
XMN,CZX
ATH,SKU
DEL,BAH
OAK,DEN
BEG,BUD
PVU,LAX
MUB,VFA
AMA,DFW
VII,HAN
EDA,KTN
WAW,HAM
BJV,LTN
TSF,BDS
LCA,LWO
BWK,ZAG
EWR,LIM
SGN,BKK
NKG,HAK
ATW,DTW
JZH,XIY
TAM,MTY
STN,RIX
BCN,BRS
NCL,KRK
ATH,CAI
GZP,ESB
CDG,PEK
WAW,SOF
DCA,CHA
POA,LDB
AMS,VLC
TIJ,SJD
GIG,AJU
AAX,POJ
MAN,HEL
VNO,MUC
RKS,SLC
ZRH,LIS
STR,HAJ
DUS,LIS
MNL,PEK
DLC,TNA
IND,RDU
VIE,TBS
ADU,MHD
BRU,HEL
BIA,LGW
PJM,GLF
ATC,TBI
KGS,LBA
IAH,MAF
SOF,TLV
DIY,ADB
IAH,BOS
HTS,SFB
AUS,IAH
JIQ,SHA
SJC,SJD
DSM,PIE
TUN,DKR
OME,UNK
SWA,KWL
MTY,MEX
RTB,ATL
VLS,VLI
MSQ,BEY
GIG,MCZ
DEN,ABQ
NAP,SXF
YEV,YSY
PDL,FRA
SXB,FCO
TRN,TPS
DAR,LLW
PRG,BRU
JMU,SHE
BLL,DUS
JHB,SUB
KUL,SZX
TPS,TRN
HKT,DME
SNA,SEA
YWG,YGX
CLE,YYZ
MUC,PMO
ZEL,YZT
NTE,HER
TSN,MWX
POP,AZS
SZG,HER
SFB,XNA
JFK,FLL
CWL,AGP
DJE,SXB
TFS,STR
VRN,DUB
TSV,ISA
AMS,JFK
BSL,TFS
HAM,SKG
ZYI,XIY
SAW,OMS
SCL,ZCO
MNL,SGN
AIT,AIU
NJF,AMM
TPE,LHW
SSA,VCP
SUV,KDV
GRR,SFB
YYC,SAN
PPT,LAX
ZRH,LEJ
DUS,LEJ
PUQ,RGL
GVA,DME
HIJ,ICN
NCL,CPH
TJM,TAS
YTL,YXL
XMN,FUG
SHA,JDZ
SCQ,BRU
ORY,TXL
VIX,SDU
TUN,SXB
IAD,IST
NUE,AGP
KMG,NNG
SKG,BSL
MUE,OGG
KUL,DPS
PRG,TAS
CGN,STN
IBR,PVG
UPG,MKW
EWR,SAV
DIR,ADD
BSB,FOR
TAO,WNZ
ORY,BSK
KWI,AMM
CUF,OTP
KTN,KWF
ABV,PHC
LCG,LIS
BGF,CMN
TRC,CUU
KGS,HAM
JHG,TCZ
LAS,MKE
SAL,MCO
PMV,POS
NCL,FUE
VKO,SCO
DEN,AMA
GND,JFK
DWC,ODS
BCN,FEZ
MHD,MED
CAI,AMM
JJU,JNS
GZO,HIR
AMS,MME
PSC,SFO
MAD,VVI
LOP,PER
SXF,RHO
ANU,FRA
CTA,EIN
AGA,DUS
TQL,SLY
BOD,AMS
OME,SVA
LUN,HRE
BUD,BEG
NCE,OSL
CJU,PUS
DFW,BNA
PMI,MRS
BGY,BCN
LAD,HAV
RDU,CMH
RUH,BHH
KRR,MSQ
LBB,DEN
LGA,OMA
BKI,KCH
CNX,KMG
CLT,MKE
AUS,SEA
LIM,SJO
SFB,CKB
SBZ,VIE
ISU,DUS
JIB,CDG
BEG,ESB
CVG,SLC
WXN,SZX
OKC,ATL
STN,SVQ
BGY,GRO
WRG,PSG
HAJ,RHO
KGS,LUX
JNZ,TAO
SAH,BAH
RZR,MHD
MDW,OKC
TAB,POS
ZGS,YZV
SZX,DAX
VER,TIJ
LGA,GRR
HAK,KHN
MRS,AAE
ACY,MCO
MUC,SBZ
AKL,BKK
CKG,ZHA
RAK,BVA
SZX,LYI
CRL,SAW
PDX,PDT
AKL,PMR
EMA,MLA
KHN,NNG
CLT,EWN
MEX,GRU
SZZ,STN
MAN,MAD
PMO,TRN
AGP,NRN
MAD,MXP
OMS,SAW
OGG,DEN
MCI,IAD
STN,TUF
MLA,GVA
VLC,BRS
BAH,DOH
YHZ,YSJ
CLE,BFD
BRU,MAD
STL,OMA
HAV,CYO
BHX,ADB
DAY,TPA
PSA,SXF
HNL,YVR
CDG,RUN
AGP,MRS
KBP,ALA
TOB,HBE
UIO,LIM
GEG,LAX
HAK,CAN
FMM,AGP
VIE,DUS
CKG,SZX
TNG,CMN
HEL,MSQ
VIE,IKA
ARN,ORY
AWZ,RAS
BCN,GVA
BUD,CDG
CCU,KMG
SZX,YIH
VCP,JOI
BOM,NBO
YIH,KWE
CLE,TPA
DLE,RAK
STL,GRR
HJJ,CAN
VCE,NTE
ABA,IKT
SXF,SKG
EVN,GOJ
LIM,LPB
YYZ,MCO
ICN,VTE
AUH,LCA
IMF,AJL
LIS,LGW
TIA,VIE
HTA,IKT
MCT,AMD
DME,BRU
DJJ,CGK
BOS,SAV
CUN,BJX
MAD,UIO
ORY,BLQ
PHL,YOW
CMB,MCT
CAN,PNH
BGY,EMA
AUH,MCT
MNL,XMN
DLC,SZX
BLQ,OPO
MXP,CTA
TRD,BGO
GAJ,HND
SFO,SYD
HAJ,SKG
ARN,PSA
INC,PVG
BAH,LHE
PVG,CPH
TOS,ANX
ADD,FRA
SGN,PNH
RMQ,CSX
MKE,BWI
ZSA,NAS
BET,WNA
VIE,PRG
YHZ,LHR
CDG,BGF
SCO,GYD
EWR,ORF
BHX,HAM
RAK,HHN
POP,SJU
AZA,SGF
KSN,ALA
XIY,PEK
BGY,MAN
DME,TAS
BRU,MIR
EVN,MRV
AGP,BFS
BGY,CHQ
USM,SZB
HFE,HKG
HAH,NBO
TRS,CRL
CBR,SYD
HKG,YIH
SAW,ESB
SKZ,BHV
SNN,MAN
CUR,KIN
AEP,PRA
PEK,LGW
MUC,PVK
HGH,KHH
DAY,DCA
BOM,BKK
TLS,RAK
MCO,DCA
STN,SXF
SFJ,CPH
BZG,BHX
MLA,TXL
DEL,MUC
JAX,BWI
LGA,BHM
ROR,TPE
KTM,DHI
TNA,KWE
PVD,MCO
DXB,GYD
SHJ,HMB
JHB,KCH
ORY,AAE
VIE,KIV
BGY,TMP
GDL,LMM
SEA,HNL
BCN,TXL
SAN,SDF
CUN,CVG
TCD,LET
LAX,KOA
CNX,WUH
ATL,KIN
PSR,HHN
CRL,TNG
CTS,AOJ
BDL,BWI
MAD,LTN
CDG,PMO
BZE,CUK
JPA,SSA
HAN,FUK
ORD,ANC
KEM,HEL
STI,PLS
SDU,CAW
SAH,ADE
LGW,CMN
HET,HLD
MUC,HKG
HLH,PEK
KRR,BUD
YSK,YGW
ROI,DMK
LAX,ICN
BDL,DCA
PVG,DAX
UBA,VCP
TFI,PNP
PKE,SYD
AEP,ASU
HKG,RUH
SVO,NBC
TPA,SJU
LIM,AYP
KKJ,HND
BHX,JER
CAI,CAN
LPL,AMS
ATL,MHT
VCE,TLS
FSC,NTE
FLR,PMO
HRG,LEJ
EMA,PSA
JFK,MIA
ORY,AJA
RUH,DXB
DXB,GSM
AMM,DEL
LAD,LIS
IPL,BUR
NDR,BCN
BGO,HAM
FRU,SVX
PLS,YYZ
FUE,SXF
SRG,SUB
BHK,DME
IFN,SYZ
OGG,MUE
AGT,GRU
BLQ,WMI
QRW,ABV
DOH,CCU
GIG,CGH
KTM,HKG
HET,CSX
SIN,JED
HER,CGN
ICN,TXN
MIG,NKG
VCE,VIE
JSU,SFJ
DFW,DXB
FAO,LDY
DUB,HAJ
MHD,KDH
SHV,DEN
SHJ,EVN
BHM,LAS
IKA,TAS
CHC,WLG
MAN,LCA
CMN,ABJ
KHV,HKG
HAJ,SVO
JNB,VNX
YZF,YSM
ORD,RDU
LIS,LAD
TSA,XMN
BUF,MCO
HAV,LIM
LFW,GIG
FMN,DEN
HKT,CTU
PNR,LBV
GBT,MED
AXU,LLI
YCB,YCO
SZX,KHN
HEL,BUD
AYT,BGO
MTY,PBC
LOS,AMM
PVG,BAV
SVX,KZN
MSY,PHX
GDN,ZRH
EVN,DNK
BLQ,IBZ
THR,BJB
BCV,TZA
DYG,CKG
MCI,LAS
OUD,LYS
SJU,DOM
VBY,ARN
JNB,RUN
PUB,DEN
NAT,SSA
LPB,LIM
IAH,DGO
LIS,BKO
HEL,PEK
TLC,FLL
KUL,MFM
MOL,CPH
NCL,BJV
HOU,JAN
PIT,CLT
VNO,VIE
LIN,FCO
PUJ,FLL
CGN,SJJ
KUF,EVN
NKG,TYN
FOC,CGO
DTW,HSV
FCO,ARN
PEW,RUH
UKB,SDJ
JHG,CKG
BVA,FAO
ZHA,NAY
COR,SCL
JNB,MUB
KHI,TUK
BEG,TUN
HAM,SZG
ATL,MLU
DAY,LGA
HGH,PUS
DBV,STR
VIE,NAP
EWR,SAT
FRA,CLT
OTP,FCO
TAO,XIY
SLC,BIL
GRU,DFW
STN,PFO
ARK,ZNZ
XKS,YTL
MXZ,CAN
CHQ,LBA
GRU,BOG
BHX,GCI
DXB,YYZ
JFK,SJU
FNC,PRG
LYS,FCO
FCO,MXP
RPR,BOM
BOG,HAV
KIX,ICN
RSW,MKE
WRO,RYG
MCO,IND
CTG,JFK
ZRH,KEF
HKG,VVO
XIY,WUS
MEM,BWI
LGW,BVC
SUB,SIN
HKG,KHN
VIE,LYS
STV,DEL
MAN,FNC
AUH,KRT
BOJ,CPH
HER,NUE
FRA,NKG
MAO,TFF
FRA,EBL
MQN,RVK
BRU,FNC
IAH,TYR
NAN,SYD
VDS,KKN
WRO,BVA
XMN,HFE
JNG,XIY
RPR,BHO
ORD,NAS
MEM,DCA
XIY,XMN
YQK,YHD
CLT,SYR
PUS,GMP
SHA,HKG
JOS,LOS
SAN,BWI
CRL,SVQ
BCN,NCE
TBS,SCO
POP,JFK
NUE,PMI
KRR,AER
SKG,OTP
PRG,BRS
PEK,HEL
CYS,WRL
MUC,KRK
SJJ,TXL
HKG,CAN
MAH,BHX
VOG,EVN
LPA,SDR
DAL,HOU
AKN,PIP
TRC,DFW
DYU,NBC
NOU,NRT
ROA,PIE
BRU,HAJ
SVO,TLL
YKA,YXS
LIS,MPM
MRZ,SYD
CMN,ROB
MIA,GSO
OSL,RRS
LHR,JNB
SAN,DCA
IST,BAH
ZRH,FCO
AEY,RKV
SPU,ARN
DUS,FCO
CLE,ALB
PUY,DME
KJA,LED
EYW,ATL
SHJ,KHI
TPA,AUS
ICN,YNT
ADD,LUN
AMS,ABZ
ORK,AGP
MSA,XBE
LAZ,GNM
MRS,CFK
FCO,STR
SHJ,UFA
MVD,LIM
CUR,SDQ
GVA,VCE
VCP,SSA
GVA,WAW
NTG,SZX
MAD,BGY
DPS,LOP
OUA,IST
PMO,BOD
ADB,TXL
ORY,LIS
HAM,EDI
NBO,DOH
AXM,BOG
TPE,NRT
YMT,YUL
NJC,SVO
GOA,OLB
PVD,SLC
TFS,FMM
BNA,FLL
KHN,SYX
TIJ,ZCL
YYZ,TPE
LBU,MYY
MPM,LAD
ZGS,ZKG
MSP,CLE
PDX,DCA
LSI,ABZ
JDZ,CAN
SPU,LHR
LBV,FIH
LUX,ARN
FKB,TPS
IST,DNK
CPT,PBZ
TAS,KSQ
CSX,HET
JED,MAN
CKG,MFM
VCP,MAO
PLU,AAX
FRA,MBJ
KEF,ARN
STN,RYG
AKL,CNS
AES,BGO
SKB,SJU
KTW,BCN
HNL,FUK
MDC,TTE
HAM,LED
TPA,JFK
SXF,SZG
KUN,DUB
MUC,CPH
MCI,MKE
ULN,BYN
GDN,BCN
SHE,DSN
KAN,KRT
LUX,MXP
PER,BNE
TRN,FCO
CGK,PNK
MSP,HIB
VIE,GRZ
BUF,EWR
PSA,HHN
HKG,MEL
BSL,DRS
BGO,SOG
TBG,POM
ACE,ZRH
GTE,CNS
CLQ,MEX
DBQ,ORD
FMM,PMI
ORD,MYR
JAV,JQA
CDG,HKG
TIZ,POM
ATH,JMK
YXL,YAC
MED,AUH
YVR,AMS
DCA,OMA
VIE,VAR
BUF,ATL
KIR,HHN
CGH,BSB
MNL,HKG
SYD,SIN
ICN,IAH
JNS,QFX
YRG,YMN
BAH,MED
YVR,JFK
VLC,IST
PVG,CAN
PRG,ALA
BTS,LTN
LED,ZRH
YYE,YXS
JAC,DEN
SVO,CTA
VLC,BLQ
SPU,STR
BUW,UPG
ALG,TEE
SJJ,IST
JNB,PLZ
VKO,RIX
RHO,BSL
EWR,YQM
JFK,AUS
MAD,SSA
UFA,NYM
SXM,PAP
MAD,LCG
KIN,CUR
UPG,MJU
CDG,ALG
CDG,SID
MKE,ORD
CCU,BOM
ALC,ORN
MSP,FAR
ISB,KHI
YNJ,CGQ
LAE,HGU
TFS,CRL
BGW,ARN
CLT,LYH
OMA,SEA
BKK,ICN
YEG,YHY
SAL,GYE
CWL,BHD
POA,XAP
MCT,KWI
VAN,ESB
BTV,IAD
RAR,SYD
HHN,SCQ
DEN,MSY
GCI,NWI
MII,JTC
UIO,OCC
LAX,ZLO
SOF,LGW
BMY,KOC
GBE,LUN
AGS,DCA
PIT,LAX
NCE,EIN
MEM,IND
SJE,BOG
BOM,JLR
BEY,MSQ
NAS,ORD
PEK,MAD
FNC,ZRH
LAS,MFE
SIN,MDC
LAX,BFL
PDX,BOI
PEK,ZHY
JFK,AMS
TXL,CPH
OKA,HIJ
IST,UFA
OTZ,WLK
MAN,WAT
AKV,YPX
JAX,ORD
SJZ,TER
CLO,TCO
SXF,EDI
IND,DCA
STN,HHN
CDG,GLA
COS,IAH
MIR,TIP
EBB,BJM
IAS,VIE
CMN,LYS
FRA,BRE
CAN,HAK
NAS,DFW
DND,STN
HAK,WUH
DEN,IAH
SMF,IAD
RLK,INC
PIT,SFO
MRV,EVN
ATH,RHO
DLM,EMA
MUC,HRG
VNO,LPL
PAT,IXR
HBE,SSH
PVG,MEL
IAH,CLE
LPA,LIS
JAX,DFW
KWL,CKG
CMN,AUH
ABV,FRA
HKG,ADL
SHJ,ODS
TSN,YNT
SXF,LED
PEK,KHH
CNS,RAB
PUJ,MIA
SHJ,NAG
MLA,BEN
MSP,MSN
BGO,DBV
YCO,YHI
SYD,MQL
MCT,ZBR
BGY,LBC
FLL,LAX
SAT,DAL
DTW,MEM
LJG,HGH
AGP,BRU
JXA,PEK
XMN,ZYI
HET,TPE
ABJ,CMN
NDJ,ADD
FUN,SUV
NRT,CPH
TLV,IST
KMG,HKT
LGW,KEF
LUN,LVI
ADF,ESB
SGN,NRT
ZQN,SYD
NBO,KIS
DDC,LBL
ORD,ZRH
YOP,YOJ
SJU,PUJ
SIN,ICN
THR,IFN
DKR,ABJ
BGY,TSR
DLM,DME
CLY,NCE
DOH,MAA
TPA,PIT
MLA,NWI
MRU,PER
DCA,BHM
CDG,KRK
TMP,GRO
FLL,SFO
RYG,CHQ
KWE,HGH
XNA,DEN
YHU,YQB
GYD,TSE
YGW,YUL
TLS,ALG
ISC,LEQ
DBV,TRD
ACE,BCN
RIB,TDD
PHL,DEN
AZA,PVU
DGO,TIJ
BNN,MQN
DUS,ZTH
LYS,AGP
JIB,DXB
BLQ,EIN
SDF,MCO
PPQ,AKL
ADB,AYT
VDS,HFT
TYF,TLL
LPA,LEJ
CLT,TRI
VIE,CHQ
PTY,GDL
FRO,OSL
BRI,MXP
TRK,TWU
TRV,DOH
ASU,SCL
DME,ALA
PHX,PGA
LAS,AUS
HHN,SKG
YEK,YRT
BVA,PUY
PVG,TVS
ATH,SKG
DMK,HGH
VIE,DME
LHW,NNG
YGK,YYZ
IST,TLV
TBZ,THR
LGW,FCO
BHX,BVC
LED,BCN
SHE,KIX
TXL,HRG
PRG,TXL
SAP,EWR
FOC,TNA
ALA,PWQ
SID,VXE
MIA,BOS
SJO,LIM
CSX,HFE
AUA,CUR
BAH,RUH
ESB,EBL
LTN,LIS
BRC,MDZ
FRU,TAS
IAA,KJA
VNS,KTM
DJJ,UPG
THR,YES
SAW,EDO
VKO,VOZ
PUJ,SJU
MAN,PHL
TLL,BGY
MLE,DOH
IST,MUC
JNB,HKG
HLA,CPT
KBP,LIS
YYZ,YSJ
BRU,PHL
MDQ,BHI
NPE,CHC
EZS,IST
TPE,HGH
BEG,LJU
YUL,ORD
VNO,HEL
ACX,NAY
TBS,SAW
SAT,CLT
KSF,AYT
CCJ,DXB
MUC,SKG
TRD,DBV
FAO,BVA
BNA,MIA
GSP,CLT
DEN,CPR
LCA,MXP
TXL,RHO
LAD,CPT
NCE,LIG
KRK,FRA
ATL,SAP
LAS,JFK
CGP,KUL
CDG,CPH
GRO,RTM
FRA,BIO
CGK,DXB
ZRH,AGP
AER,KRR
DUS,AGP
YHR,YIF
EWR,RIC
BLL,CIA
KOK,POR
TNA,PVG
KUL,MYY
PEW,CJL
XNN,ZHY
PUS,SHE
ACI,SOU
BJL,BCN
HMA,OVB
BRI,STR
EIN,ATH
LIL,LGG
DOH,PER
MAN,RIX
YUL,DFW
TSV,MEL
GOA,TIA
BIO,VCE
ACE,EMA
AZA,RST
IAD,KEF
LPL,CCF
WMI,ALC
UKX,IKT
CSY,LED
FLR,CPH
AEB,CAN
BGM,PHL
ALA,CIT
PJA,TLL
TPA,FNT
LHE,UET
NRT,OOL
SHA,XUZ
TER,GRW
BJV,MAN
WUH,JJN
FUK,GUM
BOM,JAI
OPO,ORY
SHA,YNZ
GRR,DEN
WUS,TNA
MLG,DPS
DTW,TYS
YKS,MQJ
USM,KBV
DTW,CHS
NRT,POM
ISA,JCK
WUH,YNT
DCA,MSY
SHJ,BLR
CGY,MNL
JHG,CTU
SDU,POA
PZO,CAJ
YYZ,LHR
GZP,OSL
JAI,DEL
IKA,ALA
DTW,ORD
CTU,ICN
YOW,YYZ
BET,NME
WAW,DSA
IKT,DYU
SWA,BKK
EJH,JED
PVR,DEN
YUL,TUN
GOA,CTA
BRN,IBZ
JKH,RHO
CRL,RYG
CAN,AQG
SCO,MRV
SXM,FLL
LGW,TLL
PSP,PHX
DCA,BGR
IKT,KHV
SKP,ZRH
PHX,SJC
LIM,EWR
FLL,PTY
OLB,DUS
XIY,KWL
PRG,IST
IAD,FCO
DUB,PSA
TXL,SKG
RYG,CFU
DTW,DFW
ATH,SVO
ORK,PMI
SZX,WUH
SVO,MQF
TSF,RYG
YYZ,MDT
CLT,GPT
PVG,CSX
FNC,EMA
DEN,LIR
DOH,RGN
VLC,LIS
ORU,SRZ
EWR,JAX
LIM,ATL
ICT,AZA
BHV,KHI
GSE,AGP
OTZ,BKC
ZRH,GRU
EWR,MCO
DXB,ATH
HYD,COK
VCE,MAD
YVR,HNL
DKR,ZIG
KHI,MED
NKG,SZX
DXB,MRV
TPE,BKI
MHD,IST
CDG,SCQ
MIA,CUN
MNL,GES
HRB,KHN
OSL,BOJ
TAO,JMU
MYJ,NRT
LAX,SMF
NUS,CCV
BOS,RIC
WLG,NSN
KYA,SAW
PHL,YYZ
RYG,CIA
YIW,CTU
YSM,YPY
KHV,DYR
MDG,SHE
SDF,EWR
LCA,LTN
TUN,CGN
CDG,AMM
FUK,ITM
NTE,MLA
AMS,SAW
DOH,IST
WAW,TLL
LJG,TCZ
RIX,NRN
AYT,MUC
JMK,GVA
SDF,ATL
BZR,BRE
INC,RLK
PTY,POS
DVO,BCD
HRB,CAN
HMA,LBD
LTN,VNO
IAH,CRW
HKG,WUH
IST,ELQ
TLV,BOM
JKH,SKG
JED,TUN
PSS,AEP
LHR,SEA
ZTH,BRU
SHE,YIW
HAM,DLM
YNT,PVG
MDW,MEM
NUI,SCC
KBP,VNO
REG,TRN
KLU,HAM
LAS,PIT
MXP,MRS
BOM,NRT
JFK,HNL
HND,GAJ
REN,SVO
KOW,SHA
SHJ,PNQ
ESB,FRA
LIL,BOD
DFW,GRK
LYG,CTU
HAN,RGN
RDZ,ORY
ATL,FCO
DME,RMI
DXB,KIH
HGU,GKA
BJV,ESB
ATH,IOA
IAD,MSY
BEG,OSL
GYD,TBS
SOF,MAD
SJP,VCP
SHJ,YNB
HKG,EWR
LAN,ORD
HKT,DXB
HKD,HND
BCN,POZ
ZAM,JOL
CLT,PIT
CSX,ZYI
JHB,BDO
DXB,BAH
FOR,RAI
GCM,NAS
TSF,HHN
HRE,DAR
VNO,KUT
ATH,HBE
FOR,NAT
ZRH,OTP
DFW,PBI
LPM,VLI
DEL,IDR
ORD,DCA
TGU,MIA
ARU,GRU
BOG,IPI
MCI,SLN
OKC,IAH
OME,KTS
BOS,JAX
CAN,HJJ
AUS,OAK
CLT,AVL
TXL,SVO
AGP,SVG
MFM,NNG
SAT,LAX
DLE,OPO
XNA,CVG
TZL,MLH
CKG,NAY
BOS,MCO
EVN,VIE
JAX,BNA
MEX,LIM
PHL,CVG
PUJ,LGW
SYD,HNL
AQG,SHA
GUM,KIX
ALG,ORN
PMC,CCP
YYZ,UVF
TSE,SVO
LIL,RAK
BWN,MNL
HNL,IAD
YZS,YTE
CPT,WDH
HGH,KWE
DAD,CAN
INC,DSN
DGA,SVK
MEX,CEN
CUC,MDE
KRK,EIN
SAT,SFO
LGA,GSO
DEL,HEL
LOK,EDL
CJU,FUK
GDL,PHX
TFS,BOD
CAN,TYN
DJJ,BIK
MUC,LWO
BNN,TRD
MPL,CRL
JED,CCJ
BFL,PHX
ZAG,STR
ADE,DOH
BUD,FRA
LED,VKO
AMS,TNG
BET,TLT
ACE,ZAZ
CGO,ICN
LAS,FNT
CCU,VNS
ATL,MSY
MEX,PDS
MJT,DUS
BRI,BGY
DSA,GDN
MAN,SXF
XFN,PEK
CUN,REX
SKX,DME
SXF,DLM
VTZ,BLR
DOH,MNL
PVG,DDG
IST,SAH
HGH,LZO
OWB,STL
BRU,SXF
VCP,THE
ICN,KOJ
TLH,DCA
HTN,URC
YXN,YEK
GTF,HLN
XCR,RAK
BLK,TFS
MUX,KHI
CHC,BHE
HSV,IAD
DAL,STL
SDU,GYN
CGH,JOI
BNE,INU
KWL,CTU
LIG,BRS
HAM,ARN
MDW,CHS
BKO,TUN
BLK,ALC
ORD,BOI
PUY,STN
PVK,AMS
LAS,HNL
RIX,KBP
LYS,PMI
STM,ITB
DEN,TUL
YUL,YBG
ALG,CZL
AAQ,SVO
HAJ,DLM
ATL,IAH
KGA,TSH
HND,HIJ
BGO,BLL
IST,YNB
KRT,ASM
TXL,LPA
SHE,NBS
TYN,HGH
BEY,CAI
RSW,JFK
SEA,YVR
MYA,MIM
TUN,MXP
LOS,ATL
MXP,KBP
CLJ,BLQ
GRR,CVG
HAM,MXP
BOM,TRV
SYR,PHL
MAD,MAN
IEV,FMM
HGH,YCU
EWR,SLC
SAW,DIY
FAI,MLY
IST,TLS
BJX,MEX
PVG,LHW
FLL,GUA
SVO,HTA
IST,NSI
NRN,BZR
KHI,RYK
LED,AAQ
CVG,PUJ
SEA,PSC
LAX,DEN
SYD,AYQ
HNL,CXI
PVD,MDW
YIF,ZGS
REC,VCP
WUS,TAO
GYD,IKA
MEX,MTY
BKK,ISB
OCC,LTX
GVA,TFS
VRA,YYZ
LBA,JER
IFN,KWI
JTR,VCE
ORD,IND
TBZ,BND
BOJ,LED
TGI,LIM
CTL,RMA
BIQ,CRL
GRR,TPA
MAD,LCY
DKR,BCN
LMM,MZT
EUG,OAK
ARN,ATH
ZRH,PMI
LCY,BLL
VIE,VCE
VIE,WAW
DUS,PMI
MXP,CUN
TLV,VNO
KCQ,KPV
EGO,KGD
CNF,IZA
PRG,LIS
SJU,MAZ
BFI,CLM
ISA,DMD
HLD,CIF
DOH,BOM
HRK,SAW
LTN,KEF
INB,PND
RST,ORD
SBA,PDX
HHN,EDI
YZF,YLE
MSN,MSP
ATH,EDI
DRW,SIN
UFA,PRG
ALG,MRS
BUD,GSE
SDK,KUD
WRL,CYS
ROV,DYU
ORK,WRO
MYR,BOS
CBT,LAD
SCM,BET
BWI,DEN
VCE,HAJ
BOS,EWR
FCO,MSQ
HAM,STR
DWC,MCT
OVB,IKT
BGO,AMS
RMQ,HGH
BZV,LAD
IBZ,LBA
TJA,VVI
JNB,DKR
MAO,PIN
PAC,OGM
CGQ,HET
ABQ,PDX
ABV,QRW
BGO,JFK
RBR,BSB
CPT,WVB
BOS,ATL
LAD,GRU
PVG,TPE
ODS,VKO
AMS,YVR
TXL,SZG
DTW,BNA
TGZ,TIJ
TAY,HEL
BYN,ULN
ILD,PMI
IRA,HIR
BRU,YUL
HND,LAX
RIC,FPO
HER,ZRH
MAN,PFO
BLL,STN
SAW,EBU
WDH,JNB
KTM,BKK
DEL,CJB
LED,CDG
SXM,SJU
CPH,ADB
MUC,EDI
MCT,TUK
RHO,KGS
LPP,NRN
BRU,PFO
CTS,MMB
GLA,AGP
LJG,CKG
SXF,ARN
IAH,CRP
LTN,FCO
HNL,LAS
XIY,URC
NZH,OVB
NBO,CAN
NKG,MFM
SVX,HKT
NTE,DUS
BSG,COO
NGB,HAK
CPT,GRJ
SZG,DUS
BOS,SLC
BIS,AZA
BOI,SEA
NRN,BRI
CKG,NKG
BLD,GCW
FRU,ALA
IST,KVD
BRS,ORK
KBP,FCO
KUL,DAC
XMN,TSA
HAU,PSA
NAS,RCY
YAA,YVR
STN,OSR
DAY,CLT
HND,SFO
LCY,AMS
BKK,CGO
CGP,BKK
MHD,SYZ
MUC,LED
MKY,MEL
SXF,MXP
BOG,IAH
DEN,HLN
BIL,SEA
STL,PHX
SPR,BZE
CJU,PVG
KWE,CKG
DXB,MUC
DUR,HLA
NBO,ZNZ
JFK,BUF
SJK,PLU
IAD,GRU
UAP,UAH
BON,ATL
SAH,JED
JED,BHH
RNL,BNY
KDH,KBL
UIO,ATL
BGA,PTY
KWI,LHR
CVG,XNA
IBZ,HAM
SVB,DIE
YQD,YFO
AZA,MSO
